Enlem,Boylam,Cluster,Restoran Çeşidi
40.98518286,29.10790052,Orta Halli Restoran,Gece Kulübü
40.99378974,29.11082882,Ucuz Restoran,Modern Pub & Bistro
40.9939723,29.1107022,Ucuz Restoran,Gece Kulübü
40.9979398,29.0997487,Ucuz Restoran,Modern Pub & Bistro
41.003936,29.0716763,Ucuz Restoran,Modern Pub & Bistro
41.0052358,29.1323303,Orta Halli Restoran,Kebap
40.95928168,29.08224081,Orta Halli Restoran,Modern Pub & Bistro
40.9526736,29.0948548,Zengin Restoran,Modern Pub & Bistro
40.9536517,29.0949226,Ucuz Restoran,Kebap
40.9886954,29.0237761,Ucuz Restoran,Modern Pub & Bistro
40.9643135,29.0656064,Ucuz Restoran,Modern Pub & Bistro
40.9865489,29.0256595,Ucuz Restoran,Modern Pub & Bistro
40.9681596,29.0953866,Ucuz Restoran,Kebap
40.9899651,29.14041,Ucuz Restoran,Kebap
40.9701299,29.0664112,Ucuz Restoran,Modern Pub & Bistro
40.9773315,29.0472949,Ucuz Restoran,Balık
40.9978085,29.1316974,Ucuz Restoran,Kebap
40.9875225,29.0268742,Ucuz Restoran,Modern Pub & Bistro
40.9900059,29.027728,Ucuz Restoran,Modern Pub & Bistro
40.9893643,29.0242514,Ucuz Restoran,Balık
40.9533574,29.0950219,Zengin Restoran,Modern Pub & Bistro
40.99087589,29.02440946,Ucuz Restoran,Balık
40.9900709,29.0277517,Ucuz Restoran,Geleneksel Meyhane
41.007177,29.17847862,Ucuz Restoran,Kebap
40.9678383,29.066076,Zengin Restoran,Geleneksel Meyhane
40.9896068,29.0261952,Ucuz Restoran,Modern Pub & Bistro
40.9885516,29.0236141,Ucuz Restoran,Modern Pub & Bistro
40.9872453,29.0270336,Ucuz Restoran,Modern Pub & Bistro
40.9902716,29.0248479,Ucuz Restoran,Balık
41.0027664,29.0437819,Ucuz Restoran,Modern Pub & Bistro
40.9876948,29.0257494,Ucuz Restoran,Modern Pub & Bistro
40.9876354,29.0265625,Ucuz Restoran,Modern Pub & Bistro
40.9894596,29.024534,Ucuz Restoran,Balık
40.989075,29.028056,Ucuz Restoran,Modern Pub & Bistro
40.9896027,29.0260988,Ucuz Restoran,Geleneksel Meyhane
40.9880262,29.0270841,Ucuz Restoran,Modern Pub & Bistro
40.987606,29.025947,Ucuz Restoran,Modern Pub & Bistro
40.9895483,29.0224171,Ucuz Restoran,Geleneksel Meyhane
40.9890862,29.0224672,Ucuz Restoran,Modern Pub & Bistro
40.9979056,29.0901331,Ucuz Restoran,Balık
40.9531671,29.0951489,Zengin Restoran,Kebap
41.0042782,29.0935024,Ucuz Restoran,Kebap
40.9891556,29.0239592,Ucuz Restoran,Geleneksel Meyhane
40.9860565,29.0264257,Ucuz Restoran,Modern Pub & Bistro
41.008951,29.039358,Zengin Restoran,Kebap
40.9887471,29.0240439,Ucuz Restoran,Modern Pub & Bistro
40.994028,29.025573,Ucuz Restoran,Geleneksel Meyhane
40.9887916,29.0245441,Ucuz Restoran,Modern Pub & Bistro
40.9892449,29.0243389,Ucuz Restoran,Kebap
40.9943522,29.0253073,Ucuz Restoran,Geleneksel Meyhane
40.98594466,29.02586263,Ucuz Restoran,Pub & Bistro & Kokteyl Bar
40.9550992,29.0946941,Ucuz Restoran,Geleneksel Meyhane
40.99242501,29.025612,Ucuz Restoran,Geleneksel Meyhane
40.988782,29.025674,Ucuz Restoran,Modern Pub & Bistro
40.9861504,29.0258813,Ucuz Restoran,Pub & Bistro & Kokteyl Bar
40.964035,29.067051,Ucuz Restoran,Geleneksel Meyhane
41.0211888,29.1189487,Ucuz Restoran,Geleneksel Meyhane
40.989434,29.027044,Ucuz Restoran,Geleneksel Meyhane
40.990963,29.0307636,Ucuz Restoran,Kebap
40.9894694,29.0243377,Ucuz Restoran,Modern Pub & Bistro
40.9888595,29.0282885,Ucuz Restoran,Modern Pub & Bistro
40.97283887,29.11917351,Ucuz Restoran,Kebap
40.988888,29.0244319,Ucuz Restoran,Modern Pub & Bistro
40.988888,29.0244319,Zengin Restoran,Geleneksel Meyhane
40.9884505,29.0235798,Ucuz Restoran,Modern Pub & Bistro
40.9909976,29.0307835,Ucuz Restoran,Modern Pub & Bistro
41.0366462,29.0300554,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.99021467,29.02791804,Ucuz Restoran,Tekne-Event Hall-Catering
40.99360698,29.02567392,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.9874673,29.0259148,Ucuz Restoran,Gece Kulübü
40.990321,29.027077,Ucuz Restoran,Modern Pub & Bistro
40.981544,29.0227054,Ucuz Restoran,Modern Pub & Bistro
41.0675468,29.0659485,Ucuz Restoran,Kebap
40.9932289,29.0253753,Ucuz Restoran,Geleneksel Meyhane
40.9927373,29.1193166,Ucuz Restoran,Balık
40.9880493,29.0284907,Ucuz Restoran,Modern Pub & Bistro
40.9892186,29.0281051,Ucuz Restoran,Geleneksel Meyhane
40.9891554,29.13534,Ucuz Restoran,Balık
40.9896703,29.0277383,Ucuz Restoran,Gece Kulübü
40.953538,29.0952559,Ucuz Restoran,Geleneksel Meyhane
40.987691,29.0269716,Ucuz Restoran,Modern Pub & Bistro
40.9826511,29.0505817,Ucuz Restoran,Modern Pub & Bistro
40.9895757,29.0246315,Ucuz Restoran,Balık
40.9751884,29.1540919,Ucuz Restoran,Modern Pub & Bistro
40.95346585,29.09486074,Ucuz Restoran,Yeni Nesil Meyhane
40.9905411,29.0251325,Ucuz Restoran,Balık
40.953292,29.0948727,Ucuz Restoran,Modern Pub & Bistro
40.9886259,29.023091,Ucuz Restoran,Geleneksel Birahane
40.989519,29.027918,Ucuz Restoran,Geleneksel Meyhane
40.96698,29.0632719,Ucuz Restoran,Balık
40.9889882,29.0275975,Ucuz Restoran,Modern Pub & Bistro
40.99081,29.0245223,Ucuz Restoran,Balık
40.99081,29.0245223,Ucuz Restoran,Balık
40.98977408,29.02784681,Ucuz Restoran,Modern Pub & Bistro
40.998218,29.090939,Ucuz Restoran,Geleneksel Birahane
40.98871,29.0239507,Ucuz Restoran,Pub & Bistro & Kokteyl Bar
40.990082,29.022655,Ucuz Restoran,Pub & Bistro & Kokteyl Bar
40.99181103,29.11653657,Ucuz Restoran,Modern Pub & Bistro
40.9641145,29.0741072,Zengin Restoran,Modern Pub & Bistro
40.9925617,29.1226334,Ucuz Restoran,Balık
40.9881307,29.0279819,Ucuz Restoran,Modern Pub & Bistro
40.9932894,29.0266163,Ucuz Restoran,Kebap
40.965005,29.066408,Ucuz Restoran,Balık
40.9879617,29.0238883,Ucuz Restoran,Modern Pub & Bistro
40.9894535,29.0282614,Ucuz Restoran,Geleneksel Meyhane
40.9860913,29.0264572,Ucuz Restoran,Modern Pub & Bistro
40.987802,29.027034,Ucuz Restoran,Modern Pub & Bistro
40.9932281,29.0253157,Ucuz Restoran,Kebap
41.00219357,29.09238763,Ucuz Restoran,Geleneksel Meyhane
40.9880377,29.0338043,Ucuz Restoran,Yeni Nesil Meyhane
40.97740384,29.14543301,Zengin Restoran,Geleneksel Meyhane
40.980155,29.021515,Ucuz Restoran,Modern Pub & Bistro
40.99119748,29.1054098,Ucuz Restoran,Gece Kulübü
41.02536204,29.03555484,Ucuz Restoran,Geleneksel Meyhane
40.987188,29.026985,Ucuz Restoran,Modern Pub & Bistro
40.9694592,29.0851273,Ucuz Restoran,Modern Pub & Bistro
40.9784706,29.1344256,Ucuz Restoran,Gece Kulübü
40.9890604,29.0274675,Ucuz Restoran,Modern Pub & Bistro
40.981307,29.022601,Ucuz Restoran,Modern Pub & Bistro
41.0047452,29.0947973,Ucuz Restoran,Geleneksel Birahane
40.98987198,29.02775796,Ucuz Restoran,Modern Pub & Bistro
41.0069968,29.1177188,Ucuz Restoran,Yeni Nesil Meyhane
40.95342369,29.09490623,Ucuz Restoran,Geleneksel Meyhane
40.9538641,29.0939875,Zengin Restoran,Modern Pub & Bistro
40.9931253,29.0259033,Ucuz Restoran,Geleneksel Birahane
41.024382,29.013062,Ucuz Restoran,Geleneksel Meyhane
40.97620602,29.04132816,Ucuz Restoran,Modern Pub & Bistro
40.9810075,29.1126571,Ucuz Restoran,Kebap
41.0393852,29.0350398,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.982604,29.03944,Ucuz Restoran,Modern Pub & Bistro
40.9904609,29.025077,Ucuz Restoran,Balık
40.974198,29.113532,Ucuz Restoran,Geleneksel Birahane
40.98917994,29.02787671,Ucuz Restoran,Modern Pub & Bistro
41.0063557,29.0964016,Ucuz Restoran,Geleneksel Birahane
40.9886152,29.02366089,Ucuz Restoran,Modern Pub & Bistro
40.98711061,29.02605394,Ucuz Restoran,Modern Pub & Bistro
40.98803272,29.02510182,Zengin Restoran,Modern Pub & Bistro
40.9893966,29.02560338,Ucuz Restoran,Modern Pub & Bistro
40.9884896,29.0279273,Ucuz Restoran,Modern Pub & Bistro
40.9894352,29.0259747,Ucuz Restoran,Modern Pub & Bistro
40.99039,29.0252614,Ucuz Restoran,Modern Pub & Bistro
40.98015603,29.02319496,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
41.0082898,29.0362655,Zengin Restoran,Kebap
41.018625,29.0600858,Zengin Restoran,Tekne-Event Hall-Catering
40.96673765,29.06783033,Ucuz Restoran,Modern Pub & Bistro
40.99043332,29.14069623,Zengin Restoran,Modern Pub & Bistro
40.9815818,29.1324978,Ucuz Restoran,Modern Pub & Bistro
40.9946557,29.0296116,Ucuz Restoran,Modern Pub & Bistro
40.99857088,29.10021733,Ucuz Restoran,Fine Dining (D.Mutf-Şar.Evi)
40.97516342,29.15399395,Ucuz Restoran,Modern Pub & Bistro
40.9891048,29.0239471,Ucuz Restoran,Modern Pub & Bistro
40.99404255,29.1110139,Ucuz Restoran,Modern Pub & Bistro
40.97585649,29.15383905,Ucuz Restoran,Modern Pub & Bistro
40.9939804,29.1195685,Ucuz Restoran,Modern Pub & Bistro
40.978132,29.120624,Ucuz Restoran,Modern Pub & Bistro
40.9897,29.026566,Ucuz Restoran,Modern Pub & Bistro
40.97549173,29.15382665,Ucuz Restoran,Modern Pub & Bistro
40.95332038,29.09508727,Ucuz Restoran,Modern Pub & Bistro
41.008961,29.036493,Ucuz Restoran,Balık
41.0327217,29.0245849,Ucuz Restoran,Yeni Nesil Meyhane
41.0211626,29.1190085,Ucuz Restoran,Kebap
40.989535,29.0275841,Ucuz Restoran,Modern Pub & Bistro
40.98757351,29.02526069,Ucuz Restoran,Modern Pub & Bistro
40.9812133,29.0889067,Ucuz Restoran,Modern Pub & Bistro
40.9869709,29.0351775,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.9650693,29.0664413,Ucuz Restoran,Balık
41.0257488,28.9809989,Ucuz Restoran,Tekne-Event Hall-Catering
40.993296,29.039648,Ucuz Restoran,Geleneksel Meyhane
41.022934,29.036102,Ucuz Restoran,Geleneksel Meyhane
40.97790376,29.14525263,Ucuz Restoran,Gece Kulübü
40.9883847,29.0281424,Ucuz Restoran,Gece Kulübü
40.986732,29.0265448,Ucuz Restoran,Gece Kulübü
40.991043,29.0193145,Ucuz Restoran,Tekne-Event Hall-Catering
40.99145321,29.0263441,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.9932885,29.0254687,Ucuz Restoran,Geleneksel Birahane
40.989086,29.022629,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
41.014199,29.191148,Ucuz Restoran,Yeni Nesil Meyhane
41.0241886,29.107248,Ucuz Restoran,Geleneksel Meyhane
40.9806858,29.0237191,Ucuz Restoran,Modern Pub & Bistro
41.02495513,29.01357633,Ucuz Restoran,Geleneksel Birahane
40.980592,29.1122195,Ucuz Restoran,Geleneksel Meyhane
40.973517,29.114796,Ucuz Restoran,Geleneksel Birahane
40.9932197,29.0262793,Ucuz Restoran,Kebap
40.97474298,29.11325688,Ucuz Restoran,Geleneksel Birahane
41.00492,29.094756,Ucuz Restoran,Kebap
40.99446914,29.02545614,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
41.0155894,28.9774547,Ucuz Restoran,Tekne-Event Hall-Catering
41.00188222,29.09190313,Ucuz Restoran,Kebap
40.97875401,29.11365216,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.9909164,29.0306138,Ucuz Restoran,Modern Pub & Bistro
40.97849783,29.13468841,Ucuz Restoran,Geleneksel Meyhane
41.0005912,29.1823558,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.9797776,29.0445153,Ucuz Restoran,Yeni Nesil Meyhane
40.957369,29.0806522,Zengin Restoran,Modern Pub & Bistro
40.99065678,29.0307441,Ucuz Restoran,Geleneksel Meyhane
40.9939439,29.1209969,Orta Halli Restoran,Modern Pub & Bistro
40.9865361,29.0265045,Ucuz Restoran,Modern Pub & Bistro
40.98986,29.026167,Ucuz Restoran,Gece Kulübü
41.0142954,29.056328,Orta Halli Restoran,Modern Pub & Bistro
41.1130628,29.0211062,Zengin Restoran,Gece Kulübü
40.9955444,29.029013,Ucuz Restoran,Modern Pub & Bistro
40.9676974,29.1020546,Zengin Restoran,Balık
41.02069995,29.03866835,Ucuz Restoran,Modern Pub & Bistro
41.0018138,29.0992663,Ucuz Restoran,Geleneksel Birahane
40.98666376,29.026713,Orta Halli Restoran,Modern Pub & Bistro
40.95352937,29.09469824,Ucuz Restoran,Yeni Nesil Meyhane
40.957578,29.0810371,Orta Halli Restoran,Pub & Bistro & Kokteyl Bar
40.9982366,29.1005474,Zengin Restoran,Gece Kulübü
40.99834593,29.10065252,Zengin Restoran,Yeni Nesil Meyhane
41.0646859,28.9791903,Ucuz Restoran,Kebap
40.98820494,29.0235466,Ucuz Restoran,Modern Pub & Bistro
40.98818,29.0235717,Ucuz Restoran,Modern Pub & Bistro
40.989374,29.025604,Ucuz Restoran,Modern Pub & Bistro
40.988797,29.027536,Ucuz Restoran,Modern Pub & Bistro
41.037144,29.115447,Orta Halli Restoran,Balık
40.9882302,29.0236757,Ucuz Restoran,Modern Pub & Bistro
40.9645701,29.0657282,Orta Halli Restoran,Modern Pub & Bistro
40.98453213,29.04210763,Ucuz Restoran,Geleneksel Meyhane
40.9566276,29.0804938,Zengin Restoran,Yeni Nesil Meyhane
40.9978371,29.0999816,Zengin Restoran,Geleneksel Meyhane
40.9908866,29.1163473,Zengin Restoran,Geleneksel Meyhane
40.988956,29.028095,Ucuz Restoran,Modern Pub & Bistro
40.9679028,29.0792387,Zengin Restoran,Modern Pub & Bistro
40.9896436,29.0223773,Ucuz Restoran,Askeri Birlik-Sosyal Tesis
40.9932789,29.0257972,Ucuz Restoran,Geleneksel Birahane
40.9612325,29.0749202,Zengin Restoran,Modern Pub & Bistro
40.9755219,29.1539956,Ucuz Restoran,Modern Pub & Bistro
41.00061112,29.03737452,Zengin Restoran,Modern Pub & Bistro
40.9680594,29.0573624,Orta Halli Restoran,Fine Dining (D.Mutf-Şar.Evi)
40.9900329,29.02247172,Ucuz Restoran,Pub & Bistro & Kokteyl Bar
40.986593,29.02653,Orta Halli Restoran,Modern Pub & Bistro
40.219466,28.97239,Ucuz Restoran,Modern Pub & Bistro
40.981113,29.11272548,Ucuz Restoran,Geleneksel Birahane
40.9599512,29.080903,Ucuz Restoran,Modern Pub & Bistro
40.9559838,29.0890465,Zengin Restoran,Modern Pub & Bistro
41.031778,28.9794076,Orta Halli Restoran,Modern Pub & Bistro
40.9840138,29.0332884,Zengin Restoran,Fine Dining (D.Mutf-Şar.Evi)
40.98903793,29.02402074,Orta Halli Restoran,Gece Kulübü
40.9382078,29.1131741,Zengin Restoran,Kebap
40.9761376,29.0412985,Zengin Restoran,Balık
40.9938954,29.1027741,Ucuz Restoran,Kebap
40.99041307,29.02528882,Ucuz Restoran,Geleneksel Meyhane
40.9569915,29.0803291,Zengin Restoran,Kebap
40.9923241,29.0255717,Zengin Restoran,Geleneksel Meyhane
40.96465639,29.06574055,Orta Halli Restoran,Pub & Bistro & Kokteyl Bar
41.00511775,29.13207125,Orta Halli Restoran,Geleneksel Birahane
40.9893866,29.14076362,Zengin Restoran,Pub & Bistro & Kokteyl Bar
40.9907408,29.11721751,Zengin Restoran,Balık
40.952601,29.0968296,Zengin Restoran,Balık
40.9603788,29.0801808,Zengin Restoran,Pub & Bistro & Kokteyl Bar
40.9897214,29.0284213,Zengin Restoran,Gece Kulübü
40.9889039,29.0243905,Ucuz Restoran,Pub & Bistro & Kokteyl Bar
40.9402163,29.1119331,Zengin Restoran,Yeni Nesil Meyhane
40.9651252,29.0662948,Zengin Restoran,Geleneksel Meyhane
40.9732494,29.0408201,Zengin Restoran,Geleneksel Meyhane
40.9762072,29.0473106,Zengin Restoran,Geleneksel Meyhane
